#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG00458	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5221	-44.1497	2.4110	8.8699	1.3033
HG00321	EUR	EUR	0.0000	0.0000	0.0037	0.0035	0.9928	-2.2112	8.7881	4.0165	8.7061	4.8174
HG00410	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7302	-43.0797	3.0634	9.3641	1.9965
HG01440	AMR	AMR	0.0000	0.0064	0.9936	0.0000	0.0000	11.2138	-0.7518	9.5111	-3.0666	2.8617
NA12763	EUR	EUR	0.0000	0.0000	0.0319	0.0000	0.9681	-1.1465	11.6159	5.2065	9.5955	2.8275
NA12814	EUR	EUR	0.0000	0.0000	0.0645	0.0000	0.9355	-1.4518	12.7443	7.6497	8.6655	1.9026
HG01921	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.6071	-16.0002	18.8398	-28.5694	4.1454
NA12046	EUR	EUR	0.0000	0.0000	0.0144	0.0000	0.9856	-1.4008	11.9140	5.3879	7.7037	-0.1903
HG03731	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0620	-7.0386	-20.3272	-4.9284	4.6472
HG01939	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-4.7450	-16.6790	21.2046	-30.3957	1.3891
HG00366	EUR	EUR	0.0000	0.0000	0.0366	0.0000	0.9634	-2.0225	8.0630	4.4379	6.7699	6.2041
HG02356	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8432	-46.1950	0.7564	9.1039	-4.7784
HG00097	EUR	EUR	0.0000	0.0000	0.0128	0.0000	0.9872	0.9882	14.7592	5.1264	10.9376	-0.5531
HG01767	EUR	EUR	0.0000	0.0000	0.0116	0.0000	0.9884	1.5315	12.5338	4.7395	8.9051	2.5912
HG03294	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.7061	-18.1528	-2.0307	1.9279	3.8478
HG01281	AMR	AMR	0.0000	0.0000	0.9986	0.0001	0.0013	-0.4740	3.1151	8.9254	-2.2626	5.0483
NA19777	AMR	AMR	0.0003	0.0001	0.9994	0.0002	0.0000	4.1509	-6.9205	11.6349	-11.2504	-1.0932
NA19327	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.2672	-17.0454	-0.4782	2.3878	0.6946
NA20527	EUR	EUR	0.0000	0.0000	0.0428	0.0000	0.9572	1.1543	13.3541	4.1660	7.7305	0.5532
NA12413	EUR	EUR	0.0000	0.0000	0.0073	0.0000	0.9927	-1.1692	12.6776	6.5808	9.5374	8.4540
HG02040	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0365	-42.1668	1.3299	7.2469	-1.3247
HG03139	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0543	-17.4167	0.4922	1.8019	1.8840
NA11843	EUR	EUR	0.0000	0.0000	0.0288	0.0000	0.9712	0.0887	13.4986	4.5552	9.5636	1.7414
HG02558	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	55.2401	-14.9475	1.1709	1.0521	0.7507
HG02392	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8673	-43.8373	0.1250	8.6510	-2.2084
NA19248	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.7422	-16.9527	0.1535	0.7907	2.0189
HG02603	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4570	-1.0360	-15.5842	-2.5879	1.3968
HG01518	EUR	EUR	0.0000	0.0000	0.0081	0.0000	0.9919	2.2829	12.1166	6.4138	10.9429	0.7086
HG01353	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	1.5674	3.7624	7.6516	1.5494	0.1904
NA20508	EUR	EUR	0.0000	0.0000	0.0033	0.0000	0.9967	2.8770	12.4765	4.7610	9.2006	2.3278
HG04006	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8087	-9.6930	-20.0425	-7.1508	2.7890
HG01971	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	4.9876	-14.9047	13.8554	-18.2368	-0.2042
HG01140	AMR	AMR	0.0000	0.0005	0.9992	0.0002	0.0000	1.7295	2.3198	8.3662	-3.8102	-1.2959
NA21089	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8772	-6.0168	-18.9928	-3.8021	3.5706
HG02419	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	57.9553	-15.9127	-0.3808	1.9535	3.6213
HG02724	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0993	-8.0394	-17.7148	-5.4305	1.3204
NA19308	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.3151	-16.4509	-0.0572	1.0850	2.1513
HG02635	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.3603	-16.7774	0.2049	2.4254	1.8474
NA19461	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.7435	-16.4719	-1.7273	1.8320	2.7969
NA18941	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6567	-43.0554	2.8018	5.4393	8.6384
HG00368	EUR	EUR	0.0000	0.0000	0.0071	0.0000	0.9929	-0.2838	7.6894	3.1940	7.8044	0.2396
NA18980	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5107	-41.4043	1.8904	3.3759	8.6213
HG03298	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7500	-16.8477	-0.0764	-0.1180	0.5161
HG01813	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4941	-45.5049	1.1947	9.6904	-0.5139
NA18879	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9636	-16.7615	1.0561	2.2844	2.2099
NA18924	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9743	-18.2761	-0.5368	1.1228	3.0199
HG03451	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6688	-18.8867	0.9808	2.9562	2.6427
HG03705	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0678	-9.2036	-19.3495	-2.9568	1.6029
HG00335	EUR	EUR	0.0000	0.0000	0.0017	0.0000	0.9983	-2.8174	10.7794	7.7317	8.5166	7.4258
HG03965	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3125	-10.2003	-19.8611	-5.9893	3.4745
NA18992	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2044	-43.9298	2.3598	7.9119	7.6131
HG02309	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.8734	-14.0906	-0.0114	0.9517	2.8439
HG00245	EUR	EUR	0.0000	0.0000	0.0065	0.0000	0.9935	1.0775	12.3888	5.0403	11.0073	1.7747
HG00183	EUR	EUR	0.0000	0.0000	0.0323	0.0000	0.9677	-0.2573	9.4302	4.7340	8.8384	3.6243
NA19681	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-0.7265	-10.4741	13.4506	-17.2661	4.0878
HG02684	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.3408	-4.1590	-20.8947	-2.2996	0.6374
NA18536	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-9.0941	-43.6138	3.6827	9.9386	3.3798
HG01685	EUR	EUR	0.0000	0.0000	0.0461	0.0000	0.9539	1.2626	11.6176	5.4899	8.1509	2.4930
HG02810	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.3414	-13.5158	0.7519	4.2768	3.5747
HG01967	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-3.3412	-12.8081	17.3059	-23.4149	6.7200
HG02645	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.7458	-17.5026	-0.4424	2.0671	2.2432
HG03304	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6612	-18.4078	0.4374	1.4736	1.7696
NA18997	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2354	-43.3079	2.2952	5.0972	11.4049
HG03410	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.5011	-18.0158	-0.9796	0.3574	4.4826
HG01348	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	0.1422	-3.3400	13.1335	-11.9719	2.2841
HG03193	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.8721	-18.0941	1.0566	1.5976	3.2137
HG03703	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0932	-5.3076	-17.9522	-3.5482	3.0079
HG03886	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5010	-8.6222	-20.2874	-6.7832	4.8748
NA19728	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.4487	-22.0820	20.8339	-33.3678	2.4477
NA20790	EUR	EUR	0.0000	0.0000	0.1436	0.0001	0.8563	2.0611	13.9536	3.3401	9.6899	1.4471
NA18993	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1968	-44.9405	2.2153	5.6605	8.5803
HG03111	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5590	-18.4523	0.5234	1.4502	1.3159
NA19321	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.8427	-17.3991	-1.4407	2.4303	-0.2719
NA20522	EUR	EUR	0.0000	0.0000	0.2777	0.0000	0.7223	1.8187	11.3375	4.5805	5.7453	1.0390
HG02236	EUR	EUR	0.0000	0.0000	0.0555	0.0000	0.9445	2.5407	11.4435	5.6406	9.8882	1.5489
NA06989	EUR	EUR	0.0000	0.0000	0.0185	0.0000	0.9815	-2.7971	12.7486	3.9272	9.8048	4.2269
NA21087	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1387	-7.1816	-18.4983	-5.0535	1.2836
HG02299	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.4073	-20.2095	20.3736	-33.9675	-1.8112
HG02051	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.3442	-17.7162	0.9814	0.9584	3.4750
NA21125	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7276	-4.7543	-18.7966	-3.5286	4.1496
HG00698	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5032	-46.2831	1.4487	8.1410	-3.1052
NA19472	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.6227	-16.0986	-1.8188	2.4656	1.6823
NA18977	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4847	-40.8165	2.9533	6.7042	11.1636
HG03055	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.1364	-17.3455	-0.1638	0.3421	2.3903
HG02266	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-7.9044	-22.0820	23.2156	-36.7256	-1.6289
HG03823	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1498	-10.3995	-17.1627	-2.6588	-0.0287
HG03432	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.1189	-15.8463	1.1733	0.3514	3.9220
HG00258	EUR	EUR	0.0000	0.0000	0.0111	0.0000	0.9889	0.7889	12.1363	6.2380	9.1345	2.0699
NA19682	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	-1.0901	-7.1308	11.9151	-13.8362	3.0816
HG00111	EUR	EUR	0.0000	0.0000	0.0940	0.0000	0.9060	0.2096	12.9390	4.0121	5.8998	3.0635
HG00122	EUR	EUR	0.0000	0.0000	0.0098	0.0000	0.9902	-0.3836	11.2605	6.4321	8.5717	0.5294
HG03838	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5965	-9.2784	-19.6505	-5.8244	0.3822
HG01844	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3586	-42.3361	0.3421	6.7529	1.0490
NA18610	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7678	-41.7080	2.2387	7.2348	1.7556
HG00139	EUR	EUR	0.0000	0.0000	0.0114	0.0000	0.9886	1.2394	12.7331	6.1148	10.4219	3.8509
HG02013	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.0946	-16.9814	-0.3355	2.2552	1.8102
NA12058	EUR	EUR	0.0000	0.0000	0.0015	0.0000	0.9985	-1.2494	13.5802	5.6482	7.8708	1.1401
HG03557	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.4291	-18.1486	-0.0844	1.6274	1.2703
HG03240	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5805	-16.9099	0.8727	1.6568	1.6053
HG00236	EUR	EUR	0.0000	0.0000	0.1697	0.0000	0.8303	1.2771	12.3911	5.2543	9.5273	-2.6821
HG01248	AMR	AMR	0.0001	0.0029	0.9941	0.0002	0.0027	6.9443	5.2790	5.9579	2.7286	1.9152
HG02887	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.8550	-17.1836	-0.5511	1.7098	1.5470
HG03082	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6551	-17.7250	0.3318	2.6599	2.7414
HG02793	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.7290	-5.8352	-19.9811	-3.7455	3.0745
NA18516	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.8130	-18.4666	0.1416	0.9114	3.2302
HG02854	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.8998	-17.3118	0.9126	2.2032	2.7071
NA20800	EUR	EUR	0.0000	0.0000	0.0100	0.0000	0.9900	0.7414	11.9753	5.2462	10.4870	1.7168
HG00619	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9952	-44.5654	3.1188	9.4131	3.2475
HG02760	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.6061	-17.1008	-0.0399	1.5375	4.3123
HG03594	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7045	-11.7752	-16.2088	-2.2788	0.2377
NA19010	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2441	-44.3993	3.1567	5.8339	10.4610
HG03066	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0831	-17.7735	-1.2834	0.9862	3.2687
NA19378	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.6924	-16.8131	0.2369	2.4348	4.1074
HG04063	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7297	-6.8850	-23.2395	-9.2560	1.3370
HG01874	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9307	-42.5215	1.3713	6.0043	-3.6492
HG01121	AMR	AMR	0.0000	0.0004	0.9996	0.0000	0.0000	0.2385	-0.2319	10.5354	-5.5646	4.7711
NA12144	EUR	EUR	0.0000	0.0000	0.0158	0.0000	0.9842	-0.8664	13.5885	6.3284	7.8954	2.5707
HG03342	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0952	-17.6353	-0.1242	0.4127	-0.0985
NA12342	EUR	EUR	0.0000	0.0000	0.0168	0.0000	0.9832	1.3788	13.0031	5.4927	9.1071	3.2975
NA19119	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.4772	-18.0201	0.1397	1.1893	2.0578
HG00421	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5800	-44.2479	2.3274	8.1760	4.4430
HG03869	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4060	-7.8158	-18.0499	-6.3496	3.8874
HG04206	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.4682	-6.5795	-18.8911	-2.9882	0.9017
HG01985	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	57.7987	-16.0294	1.6064	2.4078	2.2756
HG01461	AMR	AMR	0.0000	0.1431	0.8569	0.0000	0.0000	9.6628	-6.8317	11.5597	-10.7706	9.3363
HG03686	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5700	-8.7940	-19.8001	-5.6295	3.2196
HG02944	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5660	-19.0888	0.7246	1.9670	2.7464
HG02070	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5068	-44.9926	1.0554	7.1979	-0.8112
NA11894	EUR	EUR	0.0000	0.0000	0.0133	0.0000	0.9867	-0.4485	12.9097	4.9859	9.7424	1.1433
HG01886	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	54.8685	-14.1327	-0.2421	0.5829	4.4916
HG02374	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0032	-44.0758	-0.0569	10.0801	-2.5029
HG01501	EUR	EUR	0.0000	0.0000	0.0579	0.0000	0.9421	4.5215	10.5003	5.6138	10.2165	1.1571
NA19716	AMR	AMR	0.0000	0.0090	0.9910	0.0000	0.0000	0.1755	-8.5723	13.0753	-16.0292	3.2850
HG00261	EUR	EUR	0.0000	0.0000	0.0146	0.0000	0.9854	1.2685	12.8670	6.7293	10.0737	3.6566
NA18641	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6512	-44.1591	3.2411	6.1159	1.1627
HG02580	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	52.0760	-13.0473	0.4320	3.8792	2.1623
HG03401	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0115	-18.7281	0.3805	0.6689	4.9071
HG00146	EUR	EUR	0.0000	0.0000	0.0050	0.0000	0.9950	0.4844	13.2852	6.0412	10.2890	4.1663
HG03837	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8002	-7.5915	-18.0899	-2.8487	4.3993
NA18981	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9735	-43.0908	2.6447	5.7068	6.3009
NA19078	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2317	-41.7934	0.4633	7.5109	9.0360
HG01872	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0193	-43.3176	1.2321	7.0603	1.2899
HG01183	AMR	AMR	0.0000	0.0000	0.9816	0.0001	0.0183	7.6749	1.9346	7.8360	2.3939	5.3219
HG00383	EUR	EUR	0.0000	0.0000	0.1678	0.0000	0.8322	-1.6145	8.3648	6.2260	8.6785	5.3124
HG03380	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9694	-16.9701	0.7095	0.2959	2.1428
HG00128	EUR	EUR	0.0000	0.0000	0.0062	0.0000	0.9938	-0.7952	13.7972	4.7871	9.3854	2.4821
HG00599	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.3702	-43.9782	3.4214	7.0292	3.7354
HG03765	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3795	-1.7346	-12.5711	0.6438	4.4870
NA18519	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3790	-18.3686	0.1472	1.8622	3.6244
HG03681	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5513	-7.4280	-20.2168	-4.8993	0.8908
NA19346	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.8575	-16.1114	0.8319	1.9562	1.6379
NA21122	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8177	-5.5203	-18.8240	-3.3576	2.7606
HG04023	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6172	-8.5773	-22.4135	-5.2806	1.5117
NA19443	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.6415	-16.2725	0.8089	2.0012	-0.4355
HG03363	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.5914	-17.4906	0.4280	1.7537	1.8108
HG01805	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0955	-43.0972	0.9405	8.4030	-1.7944
HG00657	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5708	-44.5810	1.4642	7.3105	4.5257
HG04200	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5402	-6.9790	-18.0671	-3.6134	4.2630
NA18511	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0024	-17.2869	-0.1510	1.2176	3.6743
HG01912	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	55.8053	-13.7577	0.5693	1.6507	3.1814
HG03061	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.1545	-17.5645	-1.4794	2.1025	3.0189
NA20895	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3521	-3.4371	-16.6453	-3.8933	-1.8904
HG00334	EUR	EUR	0.0000	0.0000	0.1247	0.0000	0.8753	-1.2806	10.5236	6.9061	9.8892	6.9491
HG03800	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4719	-14.7588	-17.7044	-4.1964	-2.6408
HG01860	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9189	-42.9173	-0.0108	8.1216	-1.2423
NA07000	EUR	EUR	0.0000	0.0000	0.0053	0.0000	0.9947	-0.6432	13.7396	4.7646	8.9945	3.4002
HG02304	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-4.1745	-19.5599	18.9079	-28.9298	-0.7949
HG02285	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-3.9284	-16.2432	21.2086	-29.6964	-0.0129
HG01893	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	3.4270	-12.7489	16.5673	-20.4870	3.6527
HG02235	EUR	EUR	0.0000	0.0000	0.0235	0.0000	0.9765	1.3551	13.1504	3.4879	7.8535	3.5966
HG02537	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.4279	-16.0796	0.2054	1.0045	5.3524
HG02130	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4624	-42.7207	-0.6785	6.7864	-2.4121
NA19729	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-4.6072	-21.4331	19.4217	-31.6069	4.7763
HG00449	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6148	-44.1035	2.9690	7.6489	3.3447
HG00530	EAS	EAS	0.9989	0.0000	0.0011	0.0000	0.0000	-7.9868	-42.8711	3.2556	8.0524	2.0861
HG01808	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7349	-43.3010	1.0653	8.0641	-4.9507
HG03301	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.8984	-18.4344	-1.7931	0.9428	2.7298
HG02938	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2264	-17.2431	-1.1507	0.6394	4.3986
HG04158	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3794	-10.2399	-15.1470	-2.8099	-0.1186
HG00628	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5114	-44.8959	2.9787	7.9018	2.2042
HG02798	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.6599	-17.7096	-0.7899	0.3887	3.7603
HG02105	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-8.1394	-25.0531	21.8235	-39.4103	0.8876
HG03442	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.4838	-18.8299	-0.5947	1.1982	4.7036
NA21105	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5863	-6.5155	-18.8696	-2.2184	3.8016
HG03629	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4457	-3.4170	-14.5025	-1.6941	0.9706
HG01958	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	53.3999	-14.8800	1.5046	1.5623	-0.6167
HG03267	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3502	-18.7564	-0.5945	1.4731	3.8288
NA20299	AFR	AFR	0.0000	0.9099	0.0901	0.0000	0.0000	23.9962	-17.4504	10.0058	-14.1620	6.4837
NA20521	EUR	EUR	0.0000	0.0000	0.0395	0.0000	0.9605	1.4671	12.0004	2.1763	7.1623	1.9329
HG02383	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0534	-44.5127	-0.5968	8.3529	-4.2844
NA18978	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1959	-42.5606	3.2184	7.0342	7.1806
NA20507	EUR	EUR	0.0000	0.0000	0.0857	0.0000	0.9143	1.3911	11.6895	3.3410	9.7249	1.9722
NA21114	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5769	-4.8956	-19.5306	-4.9946	2.3940
HG02406	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7542	-44.4595	1.2880	10.0613	-3.8286
NA19315	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.5996	-15.3213	-0.6060	2.9206	2.3224
HG00513	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0248	-45.0763	2.5802	8.7277	-0.2836
HG00729	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1476	-44.4924	1.4088	8.4100	-1.1126
NA19312	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.6730	-16.5750	-0.1977	2.4577	1.1488
HG03212	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.7471	-18.2903	0.4969	-0.0204	2.4767
HG00355	EUR	EUR	0.0000	0.0000	0.1114	0.0000	0.8886	0.9890	11.5548	4.5256	8.9052	3.5238
HG02408	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5960	-42.5044	1.0279	8.1269	-4.5824
NA19257	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2938	-16.9366	0.1520	2.8220	4.0574
HG03679	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.2757	-8.8666	-18.9946	-5.0243	3.1944
HG03224	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7702	-17.4186	1.5180	1.5195	3.2378
HG02549	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.8673	-16.4969	-0.7465	0.8644	1.9216
HG02699	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2499	0.5072	-11.7828	-1.8367	0.6401
HG00113	EUR	EUR	0.0000	0.0000	0.0122	0.0000	0.9878	-0.8690	12.6479	5.9795	9.1101	6.1961
HG02215	EUR	EUR	0.0000	0.0000	0.0020	0.0000	0.9980	0.1393	12.3767	6.3604	10.2415	2.6255
HG00608	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1671	-45.4660	2.8614	7.2492	0.7699
NA19079	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8370	-44.1151	1.8769	4.3881	10.1439
HG01110	AMR	AMR	0.0000	0.0002	0.9975	0.0000	0.0023	7.5233	4.5200	7.7430	1.8237	3.3274
HG00132	EUR	EUR	0.0000	0.0000	0.0044	0.0000	0.9956	0.4369	14.0064	6.4353	10.3898	6.1020
HG01708	EUR	EUR	0.0000	0.0000	0.1539	0.0000	0.8461	1.5075	10.3875	4.7855	8.6617	2.1743
HG03792	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7637	-5.4190	-17.8867	-5.1998	2.2783
