#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG00623	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6701	-44.9982	2.4326	5.6764	3.8332
HG00607	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2242	-43.4564	1.1232	6.7877	1.5650
NA19043	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.1870	-17.2527	-0.9694	0.2129	1.7252
HG03740	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.0659	-9.0768	-20.5675	-6.0483	0.6531
HG00150	EUR	EUR	0.0000	0.0000	0.0162	0.0000	0.9838	0.8428	11.8453	4.9261	9.2953	0.2521
HG02152	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0319	-43.0747	0.1111	6.4281	-0.8976
HG02184	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.8540	-45.2249	1.3181	9.2493	-3.7439
NA18625	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4839	-44.4295	4.1397	7.8002	6.7727
NA12005	EUR	EUR	0.0000	0.0000	0.0124	0.0000	0.9876	-0.7348	12.6856	5.1424	7.6956	1.7142
HG00707	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.5616	-45.2308	1.7337	8.2804	-1.8759
NA19083	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3610	-43.4522	3.0976	5.9916	8.6255
NA18865	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.5157	-18.6317	-0.6304	0.9204	3.0566
HG01709	EUR	EUR	0.0000	0.0000	0.1056	0.0000	0.8944	3.6300	11.7322	4.0977	7.4199	0.7975
NA18613	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-7.2478	-43.9396	4.2649	6.0967	4.2082
HG02223	EUR	EUR	0.0000	0.0000	0.1781	0.0000	0.8219	1.3817	12.4000	6.0471	8.8597	-0.6404
HG01438	AMR	AMR	0.0000	0.0000	0.8269	0.0000	0.1730	2.2838	11.0949	6.5511	5.2875	-2.3278
NA19118	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.9625	-17.0105	-0.1622	2.1294	0.9642
HG01965	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.9514	-12.3382	14.0812	-18.7274	0.0106
HG02107	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.6355	-17.1543	-0.4435	1.2298	1.7108
HG00244	EUR	EUR	0.0000	0.0000	0.0042	0.0000	0.9958	-0.6236	13.8977	4.7611	8.1743	2.0511
HG03025	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6754	-18.6515	0.2370	2.3505	1.9438
HG00436	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2840	-44.2337	2.6489	8.4391	5.1962
HG03874	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4705	-7.1831	-19.0890	-1.6934	2.1586
HG04235	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6310	-8.0892	-19.8238	-4.9012	-1.4886
HG03439	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5944	-17.8464	-0.7390	0.7435	3.2581
HG02180	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.3552	-44.2200	-1.1223	7.7291	-4.5472
HG02409	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9048	-42.8366	1.5541	9.6557	-0.8458
HG00701	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5870	-44.5462	1.7703	7.6672	0.8110
HG01497	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-0.4582	-2.4312	12.2306	-7.5465	1.6527
NA20356	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	55.0378	-13.8906	0.3520	1.4970	1.7949
HG00663	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3383	-44.1720	1.6957	6.1293	-0.8891
HG01583	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8713	-1.6819	-13.1259	-3.0483	7.8829
NA18488	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.2301	-18.0158	0.8788	1.8946	0.4642
NA20888	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5867	-5.8141	-19.3647	-3.9315	6.2762
HG01882	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.3520	-16.8095	1.6872	0.7869	3.7900
HG02286	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-5.7455	-15.1138	18.7453	-25.8737	0.2691
HG03009	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1304	-12.1020	-16.8412	-3.7232	-0.6066
HG04003	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3419	-6.0821	-16.5180	-3.5422	3.3284
HG01855	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7159	-43.1939	0.0609	8.5673	-1.7381
HG03708	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5441	-6.5637	-16.1187	-3.3360	3.4879
HG00560	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5398	-44.4840	1.5510	6.0493	0.8118
NA19077	EAS	EAS	0.9995	0.0000	0.0005	0.0000	0.0000	-7.4579	-43.3458	3.3692	5.9005	10.5146
HG03433	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3750	-17.5588	-0.6395	1.0608	5.3502
HG02974	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.4200	-17.9592	-0.0438	3.2775	3.8383
HG00556	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7637	-43.9132	3.3034	9.7658	3.6358
NA18637	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1636	-44.5412	2.0023	8.3859	3.6083
NA18528	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.0254	-41.3138	2.8974	6.3877	6.2038
HG00382	EUR	EUR	0.0000	0.0000	0.0094	0.0000	0.9906	-0.4604	8.2348	5.7029	8.0145	5.4703
NA20901	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0260	-5.0151	-15.6034	-6.0379	3.1877
HG01795	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.7181	-44.4438	0.8141	8.3476	-1.1893
HG03919	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8003	-8.1411	-16.3661	-4.3614	4.5841
HG00451	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9435	-44.9715	1.9553	6.2701	4.4405
NA20758	EUR	EUR	0.0000	0.0000	0.0050	0.0000	0.9950	2.4450	12.4310	3.5748	10.4169	0.9669
NA19316	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	57.6207	-17.4493	-0.3277	2.7054	2.4628
HG03517	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.0239	-18.7806	-0.3896	-0.1636	0.0601
HG01437	EUR	AMR	0.0000	0.0000	0.1366	0.0000	0.8634	1.0075	8.4531	5.6383	3.7505	2.4839
HG01941	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-2.1494	-21.0490	18.7402	-31.4022	0.0535
HG04188	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.0373	-11.7310	-16.7055	-3.9272	3.9797
NA19206	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3455	-16.7789	0.7926	0.2135	2.3447
HG03558	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.9513	-18.7008	-0.2662	0.2208	4.2207
HG03085	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.6054	-16.8923	-0.7014	0.4813	4.7147
HG02134	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2235	-43.8650	1.2334	7.6272	-5.5117
HG00110	EUR	EUR	0.0000	0.0000	0.0023	0.0000	0.9977	-0.1369	12.2664	5.1013	10.0981	1.7052
NA18643	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7999	-45.2173	4.6743	7.4616	6.0692
HG00238	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	-0.3192	12.4428	3.3658	9.5725	-0.9435
HG00358	EUR	EUR	0.0000	0.0000	0.0424	0.0000	0.9576	-0.1288	6.0838	4.6573	10.1013	7.5472
NA21143	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5632	-5.9972	-19.8394	-4.5467	1.4896
HG03084	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.1606	-17.5925	-0.2476	0.3586	3.8258
HG03291	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9182	-19.5104	0.2223	0.7384	2.9965
HG02360	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.9553	-43.3053	-1.4118	7.8483	-4.3977
HG00360	EUR	EUR	0.0000	0.0000	0.0189	0.0000	0.9811	-0.6949	11.0909	4.5047	7.4711	3.9329
HG00145	EUR	EUR	0.0000	0.0000	0.0224	0.0000	0.9776	-0.0955	12.9447	4.7280	9.5275	2.6640
NA19137	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3716	-18.1446	0.3341	0.1843	4.5273
HG03470	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.1271	-18.4728	-0.4660	0.2695	0.8262
HG03132	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.3644	-17.3037	-0.0862	1.4570	0.8734
HG01602	EUR	EUR	0.0000	0.0000	0.0163	0.0000	0.9837	3.1275	11.9217	6.1647	8.0883	-1.4219
NA19703	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	53.9998	-13.3200	0.4690	3.0743	-0.0594
NA20801	EUR	EUR	0.0000	0.0000	0.0061	0.0000	0.9939	1.7122	13.8690	5.7023	10.7934	1.8326
HG02731	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0917	-5.5428	-15.4380	-1.7586	0.2255
NA20911	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6687	-6.1787	-19.4492	-3.7249	-0.1215
HG03112	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9836	-17.4005	1.1269	1.0360	0.6161
NA19455	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.1328	-17.1077	0.4028	2.5688	-0.3294
HG01070	EUR	AMR	0.0000	0.0000	0.4577	0.0000	0.5423	4.1172	3.9644	7.5685	1.0008	4.3254
HG00342	EUR	EUR	0.0000	0.0000	0.0009	0.0000	0.9991	-2.0110	7.5429	4.4255	11.2623	2.4487
NA12234	EUR	EUR	0.0000	0.0000	0.2439	0.0000	0.7561	-0.3697	12.8156	5.2050	10.6885	3.7294
HG04214	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4348	-3.6747	-19.1501	-3.3389	2.3656
HG01924	AMR	AMR	0.0000	0.0005	0.9995	0.0000	0.0000	0.8650	-20.0410	16.6576	-25.8774	0.5405
NA18951	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7757	-42.1550	3.1344	5.1251	9.4879
HG01054	EUR	AMR	0.0000	0.0000	0.2288	0.0000	0.7712	4.3526	5.5915	7.4421	-0.2496	0.3333
HG02219	EUR	EUR	0.0000	0.0000	0.0123	0.0000	0.9877	3.0958	13.3540	6.3149	8.3492	-0.5798
NA12546	EUR	EUR	0.0000	0.0000	0.0547	0.0000	0.9453	0.2227	12.9157	4.6865	9.6828	3.5120
HG03789	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4975	-5.5426	-15.4237	-4.6785	1.6448
HG03752	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3321	-7.7785	-18.1590	-4.8547	4.9803
NA18956	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8509	-43.5756	2.1687	6.4694	9.9610
HG04186	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1791	-8.6088	-19.8884	-7.5997	0.9988
HG02057	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6540	-42.7426	-0.0336	8.2385	1.7299
HG01351	AMR	AMR	0.0000	0.0000	0.9951	0.0000	0.0048	0.1505	0.8648	10.1710	-4.4874	3.9955
NA21115	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3203	-5.1843	-20.2552	-5.1520	2.8202
NA12778	EUR	EUR	0.0000	0.0000	0.0031	0.0000	0.9969	0.4295	13.5265	7.4449	9.6140	0.8792
NA20827	EUR	EUR	0.0000	0.0000	0.0061	0.0000	0.9939	2.1643	12.7036	4.0977	10.0345	5.3474
NA20756	EUR	EUR	0.0000	0.0000	0.0410	0.0000	0.9590	2.9075	10.9789	2.7555	9.1391	5.9391
HG02049	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4615	-45.0026	0.7829	7.5649	-1.9342
NA18599	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8753	-43.5195	3.4295	5.4901	4.2644
NA20852	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6812	-4.5716	-16.9112	-5.3941	3.8820
NA21090	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9941	-6.2018	-20.4144	-5.0235	6.2369
HG03072	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.1526	-16.7910	0.8915	0.9750	0.4676
HG03520	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.8553	-18.5303	-0.6993	1.6392	3.7002
HG03060	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2020	-17.8182	0.5121	0.6479	2.3331
HG03738	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4378	-6.8087	-19.5617	-7.0333	2.9959
HG01954	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.9224	-22.7097	20.8666	-32.9199	2.6067
NA19726	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-3.7024	-11.3481	14.8193	-19.2658	0.7482
NA20787	EUR	EUR	0.0000	0.0000	0.1633	0.0000	0.8367	2.5918	11.6514	2.4871	8.4784	1.7902
HG00357	EUR	EUR	0.0000	0.0000	0.2167	0.0000	0.7833	-1.9661	9.9137	4.0887	8.4775	3.7585
HG02545	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.8051	-14.4712	-0.7813	2.3431	5.0408
NA21123	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3751	-5.0415	-19.1043	-4.3491	7.5268
HG00373	EUR	EUR	0.0000	0.0000	0.0032	0.0000	0.9968	-2.1729	7.1717	5.2167	6.6109	6.4954
HG04229	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3876	-8.9299	-18.7460	-4.4518	4.1632
HG01896	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.7918	-17.6729	-1.1141	1.8113	3.6826
NA19235	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7734	-16.3198	-0.3062	2.1803	2.7150
NA19712	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	54.9317	-14.4498	0.3974	2.1757	-0.0202
HG00178	EUR	EUR	0.0000	0.0000	0.0164	0.0000	0.9836	-2.1172	10.5741	4.9887	9.0071	5.6979
HG04059	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.2953	-6.4686	-19.8286	-5.8502	-1.8739
HG01586	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6667	-2.0311	-12.7737	-1.6048	1.1187
NA20809	EUR	EUR	0.0000	0.0000	0.0737	0.0000	0.9263	1.3671	12.2132	4.9996	8.8687	0.6753
HG03920	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4932	-9.3406	-16.9758	-2.7940	4.1167
HG02035	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5918	-43.3149	-0.2999	8.1321	-5.8429
HG04209	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3413	-6.3559	-20.9047	-6.0513	3.3612
NA19160	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5140	-17.2828	1.4815	1.8260	2.6929
HG00149	EUR	EUR	0.0000	0.0000	0.1762	0.0000	0.8238	0.7502	12.4086	5.6968	8.7755	-0.6942
NA20845	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.2394	-4.3998	-16.4748	-3.3513	0.5497
HG01051	AMR	AMR	0.0004	0.0017	0.9912	0.0002	0.0065	12.8921	-1.0203	8.6112	-0.5144	-1.6443
NA12348	EUR	EUR	0.0000	0.0000	0.0123	0.0000	0.9877	-0.7177	12.0093	6.2846	8.1917	0.5485
NA18636	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6468	-45.4089	4.4103	9.0152	-0.8963
NA19713	AFR	AFR	0.0000	0.9987	0.0013	0.0000	0.0000	45.5765	-9.2151	1.9825	3.9337	4.3977
NA19309	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.2479	-15.2434	0.3288	3.1567	3.7984
HG01815	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.7889	-44.6924	1.3566	6.4089	1.4661
HG04035	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7389	-8.6177	-19.0446	-2.7239	2.4538
HG01191	AMR	AMR	0.0000	0.0010	0.9990	0.0000	0.0000	5.6816	2.2745	8.8930	-2.0791	6.2166
NA19184	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5345	-18.7377	0.1094	0.5303	1.7270
NA19466	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	57.9149	-16.7619	-0.1505	1.4236	-0.3797
NA19375	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.2980	-16.2097	-1.5733	1.9172	-2.1042
NA20886	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9489	-2.7770	-15.0777	-3.0494	6.5048
HG02851	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.9130	-16.9717	0.5341	0.9495	3.8793
HG03021	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3932	-7.6880	-19.8242	-3.7493	4.5832
HG03491	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5952	-5.2656	-17.3089	-3.4655	-0.1574
HG03108	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0587	-17.6273	0.2219	1.8309	0.9173
HG01620	EUR	EUR	0.0000	0.0000	0.0016	0.0000	0.9984	0.5984	11.7609	6.0377	9.9045	-1.0279
HG01048	EUR	AMR	0.0000	0.0000	0.0212	0.0000	0.9788	6.6484	8.6294	6.7943	0.8316	1.6666
HG02477	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	55.3527	-13.7093	0.6998	2.5643	-0.0971
HG01672	EUR	EUR	0.0000	0.0000	0.0680	0.0000	0.9320	0.5483	13.7373	5.9744	8.0429	4.6964
HG01551	AMR	AMR	0.0000	0.0776	0.9224	0.0000	0.0000	23.5264	-7.9475	6.1359	-4.4618	-0.7766
HG03088	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.3027	-16.8668	0.0509	0.6725	4.3488
NA19759	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-3.4080	-18.5454	16.6474	-25.4467	3.2893
HG02291	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-7.2935	-24.7301	23.7368	-38.2897	1.4859
HG03045	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.6672	-18.4742	-0.1337	1.2734	4.3216
NA19247	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6333	-18.7704	0.1204	3.7527	2.0181
HG00137	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	-0.6214	11.8296	3.4736	9.2589	2.4809
NA19916	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.4267	-14.5633	1.3293	1.9240	4.4017
NA19436	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.3265	-17.9375	-0.7082	1.6311	2.0501
HG01879	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	50.4676	-13.7712	1.6997	3.2687	2.4432
HG00187	EUR	EUR	0.0000	0.0000	0.3228	0.0000	0.6772	0.7170	8.7519	5.4068	6.9306	4.9588
HG00674	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5281	-44.4926	2.0932	7.4464	1.5200
NA19009	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4410	-41.3587	2.7086	5.5352	4.0766
HG02882	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.8708	-16.9538	0.0079	1.8067	1.9112
NA19391	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.8065	-17.5706	-0.1217	1.3753	0.9238
HG02028	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.3370	-43.1393	1.5458	9.2618	2.1325
NA11918	EUR	EUR	0.0000	0.0000	0.0379	0.0000	0.9621	-0.1197	12.0226	4.2590	9.3256	5.5599
HG03015	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6066	-8.1837	-18.4744	-5.9982	4.1931
HG04029	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8151	-8.9128	-19.5389	-5.5878	1.7366
HG02982	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.9649	-17.2394	-0.9792	1.8226	2.8077
HG02002	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-4.9475	-17.1951	20.0131	-29.9644	1.1887
HG02156	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6582	-44.6491	0.4180	7.1709	-2.9665
HG02277	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-5.8657	-15.3396	17.9476	-24.1268	-0.1543
NA07037	EUR	EUR	0.0000	0.0000	0.0052	0.0000	0.9948	2.3702	13.2006	5.8815	9.6728	2.1613
NA18908	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.9684	-18.2755	-0.3507	1.1922	3.5181
NA18864	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.9071	-18.2247	0.7936	1.2228	0.5953
NA12282	EUR	EUR	0.0000	0.0000	0.0265	0.0000	0.9735	-1.2613	12.8504	6.7085	7.2066	6.6313
HG01799	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1600	-46.8012	0.7730	8.9777	-0.9155
HG02061	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4309	-43.7764	1.4324	8.4193	-2.2483
HG01170	AMR	AMR	0.0000	0.0001	0.9931	0.0000	0.0068	6.5119	2.2520	5.9517	-0.9119	-1.6823
HG02522	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6361	-44.2229	1.2517	8.0183	-2.6353
HG03436	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.1413	-18.4519	-0.2858	0.9427	3.8238
HG02728	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0130	-9.0593	-18.0789	-3.2700	-0.5314
HG00406	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.0437	-45.1445	1.2326	7.3347	6.0006
NA18870	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3907	-17.7106	1.0232	2.0904	2.8907
HG01631	EUR	EUR	0.0000	0.0000	0.0155	0.0000	0.9845	3.5422	15.2247	5.6116	9.6606	2.9717
HG01269	AMR	AMR	0.0000	0.0003	0.9997	0.0000	0.0000	4.8982	2.3506	9.6480	-3.4384	0.4845
HG02401	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4254	-44.7070	1.2815	8.0308	-1.2990
NA19394	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.1995	-18.1003	0.3465	0.2219	1.0183
HG01961	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-8.4277	-24.5897	23.1747	-39.4512	1.1260
HG00267	EUR	EUR	0.0000	0.0000	0.1002	0.0000	0.8998	-1.1517	9.1238	2.7776	9.1868	3.5843
HG02010	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	53.4527	-12.0408	-0.1690	4.3375	2.0849
HG01773	EUR	EUR	0.0000	0.0000	0.0092	0.0000	0.9908	2.2022	12.1198	6.2632	10.3241	-0.3316
HG00308	EUR	EUR	0.0000	0.0000	0.0559	0.0000	0.9441	-0.8966	8.4320	5.0659	6.7591	5.5734
HG00734	AMR	AMR	0.0000	0.0010	0.9987	0.0000	0.0002	4.1201	3.0748	10.6097	0.0741	-1.1110
HG00280	EUR	EUR	0.0000	0.0000	0.0048	0.0000	0.9952	-0.5952	8.2211	6.0755	8.5796	7.0751
NA19901	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	54.5632	-15.4328	1.4816	0.4724	2.6625
NA06994	EUR	EUR	0.0000	0.0000	0.0202	0.0000	0.9798	-1.1329	11.7979	4.0898	7.3854	4.6088
HG02260	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-5.5643	-19.4242	20.5988	-32.7397	0.3356
HG02389	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5051	-45.9470	0.0859	8.5390	-1.3136
HG01632	EUR	EUR	0.0000	0.0000	0.0071	0.0000	0.9929	2.1885	12.7303	5.2582	10.8947	2.9339
HG02339	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.1531	-15.7881	0.0380	0.9571	0.1986
HG01851	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4445	-42.8804	0.6311	7.6218	-3.3782
NA18608	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.5274	-42.0281	3.9834	7.2410	4.6590
NA20509	EUR	EUR	0.0000	0.0000	0.0139	0.0000	0.9861	2.1006	11.3508	5.6083	8.7912	1.1557
HG03514	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.7472	-17.5835	-0.6184	1.1642	3.2644
NA20754	EUR	EUR	0.0000	0.0000	0.0078	0.0000	0.9922	2.1677	10.4754	5.1548	9.3087	-0.2612
HG03895	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6779	-6.6563	-19.2597	-6.6613	1.5139
HG00277	EUR	EUR	0.0000	0.0000	0.0653	0.0000	0.9347	-1.6345	11.5549	4.7958	8.3898	4.5829
NA20822	EUR	EUR	0.0000	0.0000	0.1216	0.0000	0.8784	2.6680	13.2225	7.0670	9.3476	2.7254
NA20540	EUR	EUR	0.0000	0.0000	0.0548	0.0000	0.9452	1.9014	14.7677	3.9601	6.6549	-1.0092
NA12762	EUR	EUR	0.0000	0.0000	0.0803	0.0000	0.9197	-0.0629	11.5049	5.3011	8.9218	1.1068
NA20513	EUR	EUR	0.0000	0.0000	0.0121	0.0000	0.9879	0.9285	10.8669	4.1512	8.9188	3.0294
HG03767	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0072	-0.4573	-12.1395	-1.8208	3.1560
